Order ;Genus;Species;Name_in_Upham;Taxonomy note;In_Upham;DNA_in_Upham;Clade_Colonization_Scenario_1;Clade_Colonization_Scenario_2;Status_Species;Additional_range_note;Extinct/Extant;Subspecies;Other_Names;Common_Name;Family;References;Extinction_References
Primates;Lepilemur;wrightae;Lepilemur wrightae;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Lepilemur wrighti;Wright's sportive lemur;Lepilemuridae;"Louis Jr. et al., 2006; Herrera, 2017; Lei et al., 2017; Mittermeier et al., 2014";NA
Primates;Megaladapis;edwardsi;Megaladapis edwardsi;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;NA;Megaladapidae;"Kistler et al., 2015; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";"Burney et al., 2004; Crowley, 2010"
Primates;Megaladapis;grandidieri;NA;NA;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;NA;Megaladapidae;"Werdelin & Sanders, 2010; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";"Crowley, 2010; Muldoon, 2010"
Primates;Megaladapis;madagascariensis;NA;NA;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;NA;Megaladapidae;"Werdelin & Sanders, 2010; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";"Crowley, 2010; Muldoon, 2010"
Primates;Mesopropithecus;dolichobrachion;NA;NA;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;NA;Palaeopropithecidae;"Werdelin & Sanders, 2010; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";"Burney et al., 2004; Crowley, 2010; Godfrey et al., 2010"
Primates;Mesopropithecus;globiceps;NA;NA;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;NA;Palaeopropithecidae;"Rosenberger et al., 2015; Werdelin & Sanders, 2010; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";"Kouvari & van der Geer, 2018; Crowley, 2010; Burney et al., 2004"
Primates;Mesopropithecus;pithecoides;NA;NA;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;NA;Palaeopropithecidae;"Herrera, 2017; Werdelin & Sanders, 2010; Herrera & Davalos, 2016";"Burney et al., 2004; Crowley, 2010"
Primates;Microcebus;arnholdi;Microcebus arnholdi;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Arnhold's mouse lemur;Cheirogaleidae;"Herrera, 2017; Sgarlata et al., 2019; Louis Jr. et al., 2008; Herrera & Davalos, 2016";NA
Primates;Microcebus;berthae;Microcebus berthae;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Madame Berthe's mouse lemur;Cheirogaleidae;"Rasoloarison et al., 2000; Mittermeier et al., 2014; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Microcebus;bongolavensis;Microcebus bongolavensis;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Bongolava mouse lemur;Cheirogaleidae;"Sgarlata et al., 2019; Olivieri et al., 2007; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Microcebus;boraha;NA;Not in Upham et al., new species;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Microcebus simmonsi;Boraha mouse lemur;Cheirogaleidae;"Sgarlata et al., 2019; Hotaling et al., 2016";NA
Primates;Microcebus;danfossi;Microcebus danfossi;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Microcebus danfossorum;Danfoss' mouse lemur;Cheirogaleidae;"Setash et al., 2017; Olivieri et al., 2007; Sgarlata et al., 2019; Herrera & Davalos, 2016";NA
Primates;Microcebus;ganzhorni;NA;Not in Upham et al., new species;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Ganzhorn's mouse lemur;Cheirogaleidae;"Sgarlata et al., 2019; Setash et al., 2017; Hotaling et al., 2016";NA
Primates;Microcebus;gerpi;Microcebus gerpi;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Gerp's mouse lemur;Cheirogaleidae;"Herrera, 2017; Radespiel et al., 2012; Herrera & Davalos, 2016";NA
Primates;Microcebus;griseorufus;Microcebus griseorufus;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Gray-brown mouse lemur;Cheirogaleidae;"Rasoloarison et al., 2000; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Primates;Microcebus;jollyae;Microcebus jollyae;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Jolly's mouse lemur;Cheirogaleidae;"Sgarlata et al., 2019; Louis Jr. et al., 2006; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Microcebus;jonahi;NA;Not in Upham et al., new species;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Jonah's mouse lemur;Cheirogaleidae;Schüßler et al., 2020;NA
Primates;Microcebus;lehilahytsara;Microcebus lehilahytsara;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Goodman's mouse lemur;Cheirogaleidae;"Herrera, 2017; Roos & Kappeler, 2006; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Microcebus;macarthurii;Microcebus macarthurii;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;MacArthur's mouse lemur;Cheirogaleidae;"Herrera, 2017; Radespiel et al., 2008; Herrera & Davalos, 2016";NA
Primates;Microcebus;mamiratra;Microcebus mamiratra;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Microcebus lokobensis;Claire's mouse lemur;Cheirogaleidae;"Sgarlata et al., 2019; Andriantompohavana et al., 2006; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Microcebus;manitatra;NA;Not in Upham et al., new species;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Bemanasy mouse lemur;Cheirogaleidae;"Sgarlata et al., 2019; Setash et al., 2017; Hotaling et al., 2016";NA
Primates;Microcebus;margotmarshae;Microcebus margotmarshae;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Margot Marsh's mouse lemur;Cheirogaleidae;"Herrera, 2017; Louis Jr. et al., 2008; Herrera & Davalos, 2016";NA
Primates;Microcebus;marohita;Microcebus marohita;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Marohita mouse lemur;Cheirogaleidae;"Herrera, 2017; Groves, 2016; Rasoloarison et al., 2013; Herrera & Davalos, 2016";NA
Primates;Microcebus;mittermeieri;Microcebus mittermeieri;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Mittermeier's mouse lemur;Cheirogaleidae;"Setash et al., 2017; Louis Jr. et al., 2006; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Microcebus;murinus;Microcebus murinus;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Gray mouse lemur;Hipposideridae;"Groves, 2016; Herrera & Davalos, 2016; Sgarlata et al., 2019; Kouvari & van der Geer, 2018";NA
Primates;Microcebus;myoxinus;Microcebus myoxinus;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Peters' mouse lemur;Cheirogaleidae;"Rasoloarison et al., 2000; Mittermeier et al., 2014; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Microcebus;ravelobensis;Microcebus ravelobensis;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Golden-brown mouse lemur;Cheirogaleidae;"Zimmerman et al., 1998; Sgarlata et al., 2019; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Microcebus;rufus;Microcebus rufus;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Rufous mouse lemur;Cheirogaleidae;"Groves, 2016; Mittermeier et al., 2014; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Microcebus;sambiranensis;Microcebus sambiranensis;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Sambirano mouse lemur;Cheirogaleidae;"Rasoloarison et al., 2000; Sgarlata et al., 2019; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Microcebus;simmonsi;Microcebus simmonsi;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Simmons' mouse lemur;Cheirogaleidae;"Setash et al., 2017; Louis Jr. et al., 2006; Sgarlata et al., 2019; Herrera & Davalos, 2016";NA
Primates;Microcebus;tanosi;Microcebus tanosi;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Anosi mouse lemur;Cheirogaleidae;"Setash et al., 2017; Groves, 2016; Rasoloarison et al., 2013; Herrera & Davalos, 2016";NA
Primates;Microcebus;tavaratra;Microcebus tavaratra;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Northern rufous tavaratra mouse lemur;Cheirogaleidae;"Rasoloarison et al., 2000; Sgarlata et al., 2019; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Mirza;coquereli;Mirza coquereli;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Coquerel's giant mouse lemur;Cheirogaleidae;"Groves, 2016; Sgarlata et al., 2019; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Mirza;zaza;Mirza zaza;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Northern giant mouse lemur;Cheirogaleidae;"Roos & Kappeler, 2006; Mittermeier et al., 2014; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Pachylemur;insignis;NA;NA;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;Giant ruffed Lemur;Lemuridae;"Rosenberger et al., 2015; Werdelin & Sanders, 2010; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";"Burney et al., 2004; Crowley, 2010"
Primates;Pachylemur;jullyi;NA;NA;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;NA;Lemuridae;"Kistler et al., 2015; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";"Crowley, 2010; Godfrey, Jungers & Burney 2010"
Primates;Palaeopropithecus;ingens;Palaeopropithecus ingens;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;Large sloth lemur;Palaeopropithecidae;"Kistler et al., 2015; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";"Burney et al., 2004; Crowley, 2010; Hoffmann, 2008; Perez et al., 2005"
Primates;Palaeopropithecus;kelyus;NA;NA;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;NA;Palaeopropithecidae;"Burney et al., 2020; Gommery et al., 2009; Goodman & Jungers, 2014";"Burney et al., 2004; Crowley, 2010"
Primates;Palaeopropithecus;maximus;NA;NA;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;NA;Palaeopropithecidae;"Kistler et al., 2015; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";"Kouvari & van der Geer, 2018; Crowley, 2010; Perez et al., 2005"
Primates;Phaner;electromontis;Phaner electromontis;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Phaner furcifer electromontis;Amber mountain fork-marked lemur;Cheirogaleidae;"Herrera, 2017; Groves, 2016; Mittermeier et al., 2014; Kouvari & van der Geer, 2018";NA
Primates;Phaner;furcifer;Phaner furcifer;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Phaner furcifer furcifer;Masoala fork-marked lemur;Cheirogaleidae;"Groves, 2016; Mittermeier et al., 2014; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Phaner;pallescens;Phaner pallescens;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Phaner furcifer pallescens;Pale fork-marked lemur;Cheirogaleidae;"Herrera, 2017; Groves, 2016; Mittermeier et al., 2014; Kouvari & van der Geer, 2018";NA
Primates;Phaner;parienti;Phaner parienti;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Phaner furcifer parienti;Sambirano fork-marked lemur;Cheirogaleidae;"Herrera, 2017; Groves, 2016; Mittermeier et al., 2014; Kouvari & van der Geer, 2018";NA
Primates;Prolemur;simus;Prolemur simus;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Hapalemur Simus;Greater bamboo lemur;Lemuridae;"Mittermeier et al., 2014; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Primates;Propithecus;candidus;Propithecus candidus;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Propithecus diadema candidus;Silky sifaka;Indriidae;"Herrera, 2017; Sato et al., 2016; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Propithecus;coquereli;Propithecus coquereli;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Propithecus verreauxi coquereli;Coquerel's crowned sifaka;Indriidae;"Herrera, 2017; Rakotonirina et al., 2014; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Propithecus;coronatus;Propithecus coronatus;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Propithecus verreauxi coronatus;Crowned sifaka;Indriidae;"Herrera, 2017; Rakotonirina et al., 2014; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Propithecus;deckenii;Propithecus deckenii;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Propithecus verreauxi deckenii;Van der Decken's sifaka;Indriidae;"Herrera, 2017; Rakotonirina et al., 2014; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Propithecus;diadema;Propithecus diadema;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Propithecus diadema diadema;Diademed sifaka;Indriidae;"Sato et al., 2016;  Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Primates;Propithecus;edwardsi;Propithecus edwardsi;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Propithecus diadema edwardsi, Propithecus holomelas;Milne-Edward's sifaka;Indriidae;"Herrera, 2017; Sato et al., 2016; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Propithecus;perrieri;Propithecus perrieri;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Propithecus diadema perrieri;Perrier's sifaka;Indriidae;"Herrera, 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Propithecus;tattersalli;Propithecus tattersalli;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Tattersall's Golden-crowned sifaka;Indriidae;"Sato et al., 2016;  Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Primates;Propithecus;verreauxi;Propithecus verreauxi;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Propithecus verreauxi verreauxi;Verreaux's sifaka;Indriidae;"Sato et al., 2016;  Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Primates;Varecia;rubra;Varecia rubra;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Varecia variegata rubra;Red ruffed lemur;Lemuridae;"Herrera, 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Varecia;variegata;Varecia variegata;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;variegata, editorum, subcincta;Lemur macaco variegatus;Black-and-White ruffed lemur;Lemuridae;"Mittermeier et al., 2014;  Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Rodentia;Brachytarsomys;albicauda;Brachytarsomys albicauda;NA;Yes;Yes;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;White-tailed tree rat;Nesomyidae;"Amori et al., 2008; Soarimalala & Goodman, 2011; Kouvari & van der Geer, 2018";NA
Rodentia;Brachytarsomys;mahajambaensis;NA;NA;No;No;Nesomyinae;Nesomyinae;Endemic;NA;Extinct;NA;NA;NA;Nesomyidae;"Mein et al., 2010; Goodman & Jungers, 2014";Mein et al., 2010
Rodentia;Brachytarsomys;villosa;Brachytarsomys villosa;NA;Yes;No;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Hairy-tailed tree rat;Nesomyidae;"Amori et al., 2008; Ding et al., 2010; Soarimalala & Goodman, 2011; Kouvari & van der Geer, 2018";NA
Rodentia;Brachyuromys;betsileoensis;Brachyuromys betsileoensis;NA;Yes;Yes;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Betsileo short-tailed rat;Nesomyidae;"Amori et al., 2008; Ding et al., 2010; Soarimalala & Goodman, 2011; Kouvari & van der Geer, 2018";NA
Rodentia;Brachyuromys;ramirohitra;Brachyuromys ramirohitra;NA;Yes;Yes;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Gregarious short-tailed rat;Nesomyidae;"Amori et al., 2008; Soarimalala & Goodman, 2011; Kouvari & van der Geer, 2018";NA
Rodentia;Eliurus;antsingy;Eliurus antsingy;NA;Yes;Yes;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Tsingy tuft-tailed rat;Nesomyidae;"Carleton et al., 2001; Ding et al., 2010; Jansa et al., 2019; Kouvari & van der Geer, 2018";NA
Rodentia;Eliurus;carletoni;Eliurus carletoni;NA;Yes;Yes;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Ankarana Special Reserve tufted-tailed rat;Nesomyidae;"Goodman et al., 2009; Jansa et al., 2019; Rakotoarisoa et al., 2013; Kouvari & van der Geer, 2018";NA
Rodentia;Eliurus;danieli;Eliurus danieli;NA;Yes;No;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Daniel's tuft-tailed rat;Nesomyidae;"Carleton & Goodman, 2007; Jansa et al., 2019; Kouvari & van der Geer, 2018";NA
Rodentia;Eliurus;ellermani;Eliurus ellermani;NA;Yes;Yes;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Ellerman's tuft-tailed rat;Nesomyidae;"Jansa et al., 2019; Carleton, 1994; Soarimalala & Goodman, 2011; Kouvari & van der Geer, 2018";NA
Rodentia;Eliurus;grandidieri;Eliurus grandidieri;NA;Yes;Yes;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Grandidier's tuft-tailed rat;Nesomyidae;"Carleton and Goodman, 1998; Ding et al., 2010; Jansa et al., 2019; Kouvari & van der Geer, 2018";NA
Rodentia;Eliurus;majori;Eliurus majori;NA;Yes;Yes;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Major's tuft-tailed rat;Nesomyidae;"Ding et al., 2010; Solano et al., 2011; Jansa et al., 2019; Kouvari & van der Geer, 2018";NA
Rodentia;Eliurus;minor;Eliurus minor;NA;Yes;Yes;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Lesser tufted-tailed rat;Nesomyidae;"Ding et al., 2010; Solano et al., 2011; Jansa et al., 2019; Kouvari & van der Geer, 2018";NA
Rodentia;Eliurus;myoxinus;Eliurus myoxinus;NA;Yes;Yes;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Western tuft-tailed rat;Nesomyidae;"Ding et al., 2010; Jansa et al., 2019; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Rodentia;Eliurus;penicillatus;Eliurus penicillatus;NA;Yes;No;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;White-tipped tuft-tailed rat;Nesomyidae;"Carleton & Goodman, 2007; Amori et al., 2008; Soarimalala & Goodman, 2011; Kouvari & van der Geer, 2018";NA
Rodentia;Eliurus;petteri;Eliurus petteri;NA;Yes;No;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Petter's tuft-tailed rat;Nesomyidae;"Carleton, 1994; Amori et al., 2008; Soarimalala & Goodman, 2011; Kouvari & van der Geer, 2018";NA
Rodentia;Eliurus;tanala;Eliurus tanala;NA;Yes;Yes;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Tanala tuft-tailed rat;Nesomyidae;"Ding et al., 2010; Solano et al., 2011; Jansa et al., 2019; Kouvari & van der Geer, 2018";NA
Rodentia;Eliurus;tsingimbato;NA;Not in Upham et al., new species;No;No;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;NA;Nesomyidae;Jansa et al., 2019;NA
Rodentia;Eliurus;webbi;Eliurus webbi;NA;Yes;Yes;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Webb's tuft-tailed rat;Nesomyidae;"Amori et al., 2008; Ding et al., 2010; Jansa et al., 2019; Kouvari & van der Geer, 2018";NA
Rodentia;Gymnuromys;roberti;Gymnuromys roberti;NA;Yes;Yes;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Voalavoanala;Nesomyidae;"Amori et al., 2008; Soarimalala & Goodman, 2011; Kouvari & van der Geer, 2018";NA
Rodentia;Hypogeomys;antimena;Hypogeomys antimena;NA;Yes;Yes;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Malagasy giant jumping rat;Nesomyidae;"Amori et al., 2008; Soarimalala & Goodman, 2011; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Rodentia;Hypogeomys;australis;NA;NA;No;No;Nesomyinae;Nesomyinae;Endemic;NA;Extinct;NA;NA;NA;Nesomyidae;"Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";"Kouvari & van der Geer, 2018; Crowley et al., 2010; Turvey, 2009"
Rodentia;Macrotarsomys;bastardi;Macrotarsomys bastardi;NA;Yes;Yes;Nesomyinae;Nesomyinae;Endemic;NA;Extant;bastardi, occidentalis;NA;Western big-footed mouse;Nesomyidae;"Ding et al., 2010; Amori et al., 2008; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Rodentia;Macrotarsomys;ingens;Macrotarsomys ingens;NA;Yes;Yes;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Long-tailed big-footed mouse;Nesomyidae;"Amori et al., 2008; Soarimalala & Goodman, 2011; Kouvari & van der Geer, 2018";NA
Rodentia;Macrotarsomys;petteri;Macrotarsomys petteri;NA;Yes;No;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Petter's big-footed mouse;Nesomyidae;"Goodman & Soarimalala, 2005; Soarimalala & Goodman, 2011; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Rodentia;Monticolomys;koopmani;Monticolomys koopmani;NA;Yes;Yes;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Malagasy mountain mouse;Nesomyidae;"Carleton & Goodman, 1996; Soarimalala & Goodman, 2011; Kouvari & van der Geer, 2018";NA
Rodentia;Nesomys;audeberti;Nesomys audeberti;NA;Yes;Yes;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Lowland red forest rat;Nesomyidae;"Amori et al., 2008; Ding et al., 2010; Soarimalala & Goodman, 2011; Kouvari & van der Geer, 2018";NA
Rodentia;Nesomys;lambertoni;Nesomys lambertoni;NA;Yes;No;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Western red forest rat;Nesomyidae;"Amori et al., 2008; Soarimalala & Goodman, 2011; Kouvari & van der Geer, 2018";NA
Rodentia;Nesomys;narindaensis;NA;NA;No;No;Nesomyinae;Nesomyinae;Endemic;NA;Extinct;NA;NA;NA;Nesomyidae;"Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";Mein et al., 2010
Rodentia;Nesomys;rufus;Nesomys rufus;NA;Yes;Yes;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Eastern red forest rat;Nesomyidae;"Solano et al., 2011; Ding et al., 2010; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Rodentia;Voalavo;antsahabensis;Voalavo antsahabensis;NA;Yes;No;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Eastern voalavo;Nesomyidae;"Goodman et al., 2005; Kouvari & van der Geer, 2018";NA
Rodentia;Voalavo;gymnocaudus;Voalavo gymnocaudus;NA;Yes;Yes;Nesomyinae;Nesomyinae;Endemic;NA;Extant;NA;NA;Northern voalavo;Nesomyidae;"Carleton and Goodman, 1998; Goodman et al., 2005; Jansa et al., 2019; Kouvari & van der Geer, 2018";NA
